SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
536493,JKAGRI GEN  ,X ,Q,1114.70,1118.00,1080.00,1083.10,1083.10,1117.95,92,4860,5361301.00,
536507,FUTLIF FAS  ,A ,Q,387.95,410.00,387.95,409.75,408.00,387.95,541,65097,26573885.00,
536565,TRIMURTHI   ,X ,Q,7.55,7.55,7.55,7.55,7.55,7.90,2,200,1510.00,
536659,PVVINFRA    ,XT,Q,21.20,21.25,21.05,21.05,21.05,22.15,43,26073,549561.00,
536672,VCU DATA    ,T ,Q,13.00,13.00,12.80,12.85,12.85,12.55,6,12000,155816.00,
536709,INDRENEW    ,X ,Q,12.60,12.60,12.40,12.40,12.40,13.00,14,33998,422131.00,
536738,STELLAR CAP ,M ,Q,4.32,4.53,4.12,4.53,4.53,4.32,5,30000,131400.00,
536773,JIN POLY INV,B ,Q,54.10,56.00,53.00,55.00,55.00,54.05,26,4567,250159.00,
536960,M100        ,B ,Q,20.77,20.77,20.70,20.73,20.77,20.00,4,1074,22267.00,
536974,CAPTAIN POLY,X ,Q,163.95,163.95,150.00,151.20,151.20,149.65,33,3840,577938.00,
537007,NIFTYIWIN   ,B ,Q,103.00,104.53,102.60,104.34,104.21,103.00,38,1287,133002.00,
537008,NIF100IWIN  ,B ,Q,109.21,109.21,109.11,109.11,109.11,108.52,4,53,5787.00,
537069,ARNOLD HOLD ,X ,Q,7.25,7.25,6.75,6.90,6.90,6.75,36,86459,609594.00,
537092,MODEX INT   ,XT,Q,41.50,41.50,41.50,41.50,41.50,41.50,4,100000,4150000.00,
537253,SUNIL HEALTH,X ,Q,67.00,72.90,67.00,67.75,67.40,67.70,10,419,28739.00,
537254,RCI IND     ,B ,Q,142.00,146.00,141.00,143.50,143.95,145.10,632,79397,11359919.00,
537259,SUYOG TELE  ,B ,Q,329.00,348.00,329.00,347.95,344.00,335.05,11,49466,17207410.00,
537291,NATH BIOGEN ,B ,Q,412.05,412.70,401.00,406.90,406.90,412.60,312,10018,4068066.00,
537292,AGRI TECH   ,B ,Q,116.60,122.50,113.00,116.45,115.40,120.25,230,12605,1478660.00,
537326,CHEMTECH IND,B ,Q,15.25,15.25,15.00,15.00,15.00,15.00,2,200,3025.00,
537524,VIAANINDUS  ,X ,Q,31.00,31.25,28.60,28.90,28.90,30.90,870,333217,9775247.00,
537536,DENIS CHEM  ,X ,Q,80.00,80.50,77.15,79.65,78.10,78.65,54,29291,2293819.00,
537582,UNISHIRE    ,M ,Q,8.99,8.99,8.98,8.98,8.98,9.07,17,170000,1526700.00,
537708,KOTAKNIFTY  ,B ,Q,100.00,108.00,100.00,107.88,108.00,100.80,24,2443,249375.00,
537750,KIRAN VYPAR ,X ,Q,142.00,149.00,140.05,142.65,141.00,149.10,67,4578,659773.00,
537766,BCP LTD     ,B ,Q,168.00,168.00,157.50,159.80,160.00,160.40,265,71825,11483762.00,
537785,ANISHA IMPEX,M ,Q,34.50,34.50,34.50,34.50,34.50,32.90,12,210000,7245000.00,
537800,MANGALAM IND,X ,Q,1.34,1.34,1.22,1.22,1.22,1.28,10,9902,12509.00,
537820,VFL         ,T ,Q,4.85,4.85,4.85,4.85,4.85,5.10,17,21447,104017.00,
537839,PHOENIX TN  ,X ,Q,14.45,15.10,14.40,14.60,14.50,15.10,21,5442,79346.00,
537840,RAUNAQEPC   ,X ,Q,121.25,124.00,121.25,122.05,122.05,122.30,9,1101,133748.00,
537954,SKP         ,T ,Q,13.64,13.64,13.64,13.64,13.64,13.64,5,72,982.00,
538019,OBI LTD     ,T ,Q,157.70,157.70,148.00,148.40,148.00,150.25,31,36908,5798243.00,
538057,CPSE ETF    ,B ,Q,27.20,27.50,27.07,27.45,27.50,27.41,147,76017,2072553.00,
538081,HARIA APL   ,X ,Q,3.45,3.45,3.45,3.45,3.45,3.55,3,1143,3943.00,
538092,JOONKTOLLEE ,X ,Q,160.00,164.90,155.80,155.80,155.80,163.95,7,136,21471.00,
538119,RNB DENIMS  ,M ,Q,52.00,52.00,52.00,52.00,52.00,52.05,2,10000,520000.00,
538128,WOMENS NEXT ,M ,Q,62.00,69.00,60.20,64.40,61.75,63.00,6,12000,759400.00,
538180,GOLD LINE   ,X ,Q,10.08,10.08,10.08,10.08,10.08,10.08,1,1,10.00,
538212,SHARP INV   ,SS,Q,0.89,0.89,0.85,0.85,0.85,0.89,7,3310,2941.00,
538268,WONDERLA    ,B ,Q,342.00,343.00,336.00,336.45,336.00,341.65,159,51530,17390782.00,
538273,RESPONS INF ,X ,Q,5.70,5.70,5.70,5.70,5.70,5.90,5,250000,1425000.00,
538365,ADHUNIKIND  ,B ,Q,79.00,80.85,73.90,78.60,78.60,77.75,32,6942,539908.00,
538382,WEST LEIRES ,XT,Q,65.40,65.40,65.40,65.40,65.40,64.15,2,9,588.00,
538395,NAM SEC     ,XT,Q,32.70,32.70,32.70,32.70,32.70,32.50,1,50,1635.00,
538402,SPS         ,M ,Q,175.00,175.00,175.00,175.00,175.00,174.00,1,800,140000.00,
538423,ALPS MOTOR  ,SS,Q,13.00,13.00,13.00,13.00,13.00,13.25,18,1328,17264.00,
538446,DHANUKACOM  ,M ,Q,5.80,5.80,5.50,5.50,5.50,6.00,5,60000,338500.00,
538464,TPROJECT    ,XT,Q,35.60,36.65,35.20,36.55,36.65,35.45,49,821000,29581895.00,
538476,CTL         ,X ,Q,4.25,4.30,4.17,4.25,4.25,4.34,46,19501,82493.00,
538521,CROWNTOURS  ,XT,Q,10.60,11.50,10.60,11.50,11.50,11.00,2,107,1224.00,
538539,JTAPARIA    ,X ,Q,9.50,9.74,9.26,9.26,9.26,9.74,14,3047,28957.00,
538547,OASIS       ,B ,Q,73.85,78.35,73.85,74.40,73.85,82.05,325,329304,24670239.00,
538557,SAIBABA     ,X ,Q,13.63,13.63,13.63,13.63,13.63,13.63,3,45,613.00,
538562,SKIPPER     ,B ,Q,220.00,220.00,210.00,210.15,210.15,220.85,385,12662,2692853.00,
538564,JAMESWARREN ,X ,Q,131.00,134.50,131.00,131.00,131.00,123.65,11,2074,271876.00,
538566,BESTSTEEL   ,X ,Q,136.50,136.50,127.10,131.25,131.70,131.45,144,41742,5404529.00,
538567,GULFOIL LUB ,B ,Q,895.05,915.00,874.10,912.10,915.00,905.85,228,202387,177537694.00,
538570,ACHAL       ,XT,Q,1.35,1.35,1.32,1.32,1.32,1.38,15,4748,6282.00,
538595,GLOSTER     ,X ,Q,660.00,720.00,631.10,716.35,716.35,655.00,167,8873,6139676.00,
538596,QUANTBUILD  ,X ,Q,0.97,0.97,0.97,0.97,0.97,0.93,8,8867,8600.00,
538597,TTIENT      ,XT,Q,1.15,1.15,1.05,1.15,1.15,1.10,18,24936,27835.00,
538598,VISHAL      ,B ,Q,674.80,680.00,630.00,652.55,640.00,659.25,137,118784,78394397.00,
538607,TOYAMIND    ,XT,Q,3.19,3.45,3.19,3.19,3.19,3.35,54,18827,61929.00,
538608, DWITIYA    ,XT,Q,102.30,102.30,102.30,102.30,102.30,102.30,29,198821,20339388.00,
538634,VRL         ,XT,Q,49.00,49.00,49.00,49.00,49.00,49.35,1,11,539.00,
538635,SNOWMAN     ,B ,Q,45.00,45.40,43.90,44.50,44.60,45.10,568,252538,11233324.00,
538646,PARNAMI     ,XT,Q,15.10,15.10,15.10,15.10,15.10,15.85,1,1050,15855.00,
538647,PURSHOTTAM  ,SS,Q,35.20,35.20,35.20,35.20,35.20,37.05,3,6,211.00,
538653,EML         ,SS,Q,38.50,38.50,38.50,38.50,38.50,39.25,7,192,7392.00,
538666,SHARDACROP  ,A ,Q,384.00,384.00,360.05,364.15,360.05,366.95,176,16449,6042143.00,
538668,NAYSAA      ,M ,Q,28.95,28.95,28.95,28.95,28.95,26.85,1,8000,231600.00,
538674,CITYONLINE  ,Z ,Q,5.66,5.66,5.66,5.66,5.66,5.66,1,1,5.00,
538683,RELSENSEX   ,B ,Q,341.50,344.20,339.00,344.20,344.20,344.45,4,286493,97141850.00,
538685,SHEMAROO    ,B ,Q,495.00,519.50,485.00,515.15,506.00,503.75,218,33144,16444902.00,
538706,ULTRACAB    ,B ,Q,80.00,81.80,77.00,80.00,80.00,79.20,39,9766,784050.00,
538707,RCCL        ,X ,Q,36.00,40.00,35.10,39.85,39.65,37.55,40,15207,565304.00,
538708,ETIL        ,X ,Q,10.14,10.14,10.14,10.14,10.14,10.14,6,48200,488748.00,
538713,ATISHAY     ,B ,Q,81.20,85.00,81.00,84.95,84.95,82.65,12,10143,836640.00,
538715,DHABRIYA    ,T ,Q,137.80,137.80,124.95,132.75,130.00,131.45,33,24242,3044772.00,
538716,ARYACAPM    ,M ,Q,25.95,25.95,25.95,25.95,25.95,27.25,1,20000,519000.00,
538730,PDSMFL      ,B ,Q,294.00,294.00,287.00,287.20,287.00,290.30,45,1933,562697.00,
538731,POWERGYM    ,M ,Q,6.38,6.38,6.38,6.38,6.38,6.71,1,4000,25520.00,
538732,VGCL        ,B ,Q,56.00,63.00,56.00,62.35,63.00,63.25,2,22,1372.00,
538733,STARLIT     ,B ,Q,16.70,19.75,16.70,19.05,19.05,18.50,23,8767,159968.00,
538734,CEINSYSTECH ,B ,Q,180.05,180.05,180.00,180.00,180.00,180.00,4,129,23220.00,
538770,CRANE INFRA ,X ,Q,6.41,6.41,6.41,6.41,6.41,6.11,1,1500,9615.00,
538771,PINCON      ,B ,Q,20.70,20.80,19.95,19.95,19.95,21.00,312,133622,2680291.00,
538772,NIYOGIN     ,B ,Q,96.50,96.50,96.50,96.50,96.50,98.45,3,52,5018.00,
538788,GILADAFINS  ,X ,Q,28.25,36.50,28.25,32.05,32.05,30.55,6,61,1975.00,
538812,AANCHALISP  ,B ,Q,16.20,17.50,16.20,16.55,17.50,16.80,46,67459,1123259.00,
538817,CAPPIPES    ,M ,Q,38.10,38.10,38.10,38.10,38.10,38.10,1,1500,57150.00,
538834,MEL         ,X ,Q,10.01,10.60,10.00,10.25,10.25,10.45,34,9639,100726.00,
538835,INTELLECT   ,A ,Q,168.50,168.50,157.80,161.30,160.75,160.05,773,122185,19547796.00,
538836,MONTECARLO  ,B ,Q,470.70,470.70,452.00,458.00,452.00,464.90,98,1311,605095.00,
538837,JSTL        ,X ,Q,38.30,42.00,38.20,42.00,42.00,40.00,30,4678,186365.00,
538858,CAMSONBIO   ,X ,Q,16.45,16.75,15.50,16.55,16.55,16.25,49,9309,148991.00,
538860,PANAFIC     ,X ,Q,0.50,0.50,0.50,0.50,0.50,0.50,15,13528,6764.00,
538861,AMSONS      ,T ,Q,2.21,2.21,2.21,2.21,2.21,2.21,23,15594,34462.00,
538874,NEXUSCOMMO  ,XT,Q,56.40,56.50,56.40,56.50,56.50,56.00,6,11000,620800.00,
538891,SIPROJECTS  ,X ,Q,248.80,250.85,246.70,250.30,250.85,249.50,754,12139,3030091.00,
538896,KANCHI      ,XT,Q,208.00,214.70,198.40,200.50,201.00,208.30,118,7736,1557687.00,
538902,DHUN TEAIND ,B ,Q,285.00,285.00,270.05,281.10,284.00,276.25,37,2785,769367.00,
538922,COSYN       ,X ,Q,70.00,71.95,66.60,67.80,67.80,70.80,196,29040,1993652.00,
538935,ABHIFIN     ,XT,Q,8.30,8.30,8.05,8.05,8.05,8.30,2,500,4075.00,
538942,MERCANTILE  ,XT,Q,11.10,11.10,10.59,10.59,10.59,11.14,5,2119,23161.00,
538961,GENUSPAPER  ,B ,Q,12.00,12.50,11.32,12.50,12.50,11.91,243,193886,2278734.00,
538962,MINDACORP   ,B ,Q,175.40,182.00,171.60,179.00,179.00,175.80,478,25855,4582937.00,
538964,MERCURYLAB  ,XT,Q,402.55,402.55,400.00,400.10,400.10,421.00,12,1205,484043.00,
538979,GRNLAM IND  ,B ,Q,1150.00,1180.00,1150.00,1152.40,1170.00,1101.75,30,610,706616.00,
538987,TALBROSENG  ,X ,Q,300.00,300.00,278.00,291.80,289.95,295.80,63,3214,933846.00,
538992,SAPL        ,X ,Q,156.95,156.95,156.95,156.95,156.95,155.75,1,5,784.00,
538993,PUROHITCON  ,XT,Q,6.56,6.56,6.56,6.56,6.56,6.90,2,200,1312.00,
539006,PTCIL       ,X ,Q,545.00,560.00,535.00,535.00,535.00,541.60,14,507,279620.00,
539007,PINCONLIFE  ,XT,Q,6.02,6.02,6.02,6.02,6.02,6.02,17,4476,26945.00,
539009,GBLIL       ,X ,Q,20.80,21.80,19.80,21.80,21.80,20.80,20,37560,787621.00,
539011,CHENFERRO   ,XT,Q,8.15,8.15,8.15,8.15,8.15,8.15,1,62,505.00,
539014,KALPACOMME  ,XT,Q,12.60,12.60,12.60,12.60,12.60,12.60,2,3,37.00,
539015,ORTEL       ,B ,Q,19.05,20.00,19.05,19.30,19.20,20.00,30,89402,1706555.00,
539017,ASHFL       ,B ,Q,90.00,95.00,81.00,85.90,85.90,92.95,86,7540,664037.00,
539018,BEEKAY      ,X ,Q,367.00,367.00,355.10,360.50,359.00,367.00,14,1057,382403.00,
539031,SETFBSE100  ,B ,Q,107.75,109.75,107.75,107.75,107.75,108.00,3,3,325.00,
539040,TTIL        ,X ,Q,4.61,6.59,4.61,5.03,5.03,5.60,17,2498,12638.00,
539041,SVPHOUSING  ,M ,Q,24.95,24.95,24.95,24.95,24.95,24.95,1,2500,62375.00,
539042,AGIIL       ,B ,Q,161.00,161.00,161.00,161.00,161.00,165.30,1,1000,161000.00,
539043,BKMINDST    ,B ,Q,27.10,30.95,26.80,27.15,26.90,29.30,25,41904,1172214.00,
539044,MANAKSTELTD ,B ,Q,29.00,30.55,29.00,30.55,30.55,29.10,25,9589,289395.00,
539045,MNKALCOLTD  ,B ,Q,8.25,8.98,8.25,8.78,8.78,8.65,12,2310,19987.00,
539046,MNKCMILTD   ,B ,Q,13.50,13.75,12.35,12.55,12.55,13.95,173,68714,877179.00,
539056,ADLABS      ,B ,Q,45.75,46.20,44.40,45.05,45.05,45.75,138,36115,1624344.00,
539083,INOXWIND    ,A ,Q,104.90,111.00,103.45,108.05,108.05,103.45,708,65284,6967259.00,
539098,FILTRA      ,M ,Q,21.60,23.95,21.55,23.45,23.45,23.00,8,60000,1361625.00,
539099,ATHCON      ,M ,Q,17.20,17.20,17.10,17.20,17.20,18.00,17,160000,2742625.00,
539113,PML         ,X ,Q,4996.00,5185.00,4800.00,4961.70,4900.00,5033.00,49,181,904899.00,
539118,VRLLOG      ,B ,Q,390.25,400.00,389.40,397.10,397.10,381.60,275,29691,11726512.00,
539122,BODHTREE    ,X ,Q,66.05,74.35,66.05,70.65,70.65,69.95,188,30061,2167565.00,
539123,VBIND       ,SS,Q,82.60,82.60,82.60,82.60,82.60,84.25,1,100,8260.00,
539125,LAYLA       ,XT,Q,1.89,1.89,1.89,1.89,1.89,1.89,10,5103,9644.00,
539126,MEP         ,B ,Q,76.10,79.45,71.55,77.60,75.55,76.00,1091,258534,19635458.00,
539131,CLLIMITED   ,X ,Q,42.20,43.45,38.10,42.40,43.45,43.30,184,97626,4129362.00,
539132,VEGETABLE   ,X ,Q,3.93,4.36,3.80,4.29,4.29,4.27,47,32443,137720.00,
539141,UFO         ,B ,Q,365.00,385.00,356.50,371.70,371.70,370.75,387,7367,2679867.00,
539143,SBCL        ,X ,Q,63.65,65.50,63.65,65.00,65.00,64.60,35,6275,402678.00,
539148,SHIVALIK    ,XT,Q,720.00,720.00,690.00,714.45,702.00,698.70,66,2267,1608624.00,
539149,ICSL        ,XT,Q,4.58,4.58,4.49,4.49,4.49,4.72,3,511,2295.00,
539150,PNCINFRA    ,B ,Q,156.50,163.90,154.25,161.80,163.00,156.85,284,9760,1542416.00,
539151,ARFIN       ,X ,Q,470.00,473.00,462.10,465.25,462.10,469.30,44,4361,2041415.00,
539169,FUNNY       ,T ,Q,6.82,6.82,6.82,6.82,6.82,6.82,3,1040,7092.00,
539176,HAWAENG     ,XT,Q,54.95,54.95,50.35,50.35,50.35,52.90,2,125,6408.00,
539177,AIIL        ,X ,Q,52.20,59.75,52.20,55.70,52.30,58.00,14,904,49968.00,
539195,POEL        ,X ,Q,80.00,81.25,77.10,79.70,78.40,80.00,58,8443,670565.00,
539196,AEL         ,X ,Q,40.80,44.00,40.65,40.65,40.65,42.75,58,14481,589316.00,
539198,CAPFIN      ,XT,Q,2.58,2.58,2.58,2.58,2.58,2.71,1,269,694.00,
539207,MANPASAND   ,B ,Q,369.00,380.00,359.00,367.20,367.20,368.10,532,14121,5170543.00,
539216,JUNCTION    ,M ,Q,26.75,26.75,26.75,26.75,26.75,28.15,1,4000,107000.00,
539217,SRESTHA     ,X ,Q,12.80,13.34,12.55,12.80,12.80,13.08,145,65031,829913.00,
539219,MUL         ,X ,Q,173.80,177.20,165.00,177.20,177.20,170.90,127,51410,8919110.00,
539220,MISHKA      ,B ,Q,29.00,29.00,29.00,29.00,29.00,29.25,2,2000,58000.00,
539221,SPORTKING   ,XT,Q,52.75,52.75,52.75,52.75,52.75,50.25,1,1,52.00,
539223,AMBITION    ,M ,Q,38.00,38.00,38.00,38.00,38.00,36.50,3,24000,912000.00,
539225,JIYAECO     ,B ,Q,107.10,112.40,107.10,111.00,110.05,112.00,87,15442,1694488.00,
539226,RUDRA       ,B ,Q,188.00,190.00,188.00,190.00,190.00,190.00,3,1243,236120.00,
539227,LOYAL       ,M ,Q,51.50,51.50,51.00,51.00,51.00,53.50,4,15000,766650.00,
539228,GGPL        ,B ,Q,272.90,272.90,272.90,272.90,272.90,287.25,24,7100,1937590.00,
539229,MRSS        ,M ,Q,216.65,218.20,209.10,216.05,212.00,220.00,11,13200,2828520.00,
539251,BALKRISHNA  ,B ,Q,68.35,69.85,68.25,69.05,69.05,69.95,35,13018,898345.00,
539252,SCFL        ,B ,Q,9.35,9.50,9.11,9.50,9.50,9.50,38,28012,262271.00,
539254,ADANITRANS  ,A ,Q,190.70,198.25,187.50,194.80,194.80,191.00,999,63646,12220111.00,
539255,STARDELTA   ,X ,Q,122.20,129.45,117.20,118.90,117.20,131.35,19,1422,179620.00,
539265,AMRAFIN     ,M ,Q,31.15,34.25,28.15,34.25,34.25,31.15,3,94800,2957700.00,
539268,SYNGENE     ,A ,Q,564.00,593.60,560.00,583.65,585.00,560.40,1226,29793,17438252.00,
539273,PECOS       ,M ,Q,71.00,71.00,71.00,71.00,71.00,71.00,1,6000,426000.00,
539274,BLFL        ,X ,Q,10.90,10.90,9.90,10.50,10.50,10.42,52,14923,152460.00,
539275,MSL         ,M ,Q,98.10,107.00,80.00,105.00,105.00,98.30,26,64500,6327375.00,
539276,KAYA        ,B ,Q,996.10,1023.50,985.75,1004.60,999.50,1000.90,119,1394,1391476.00,
539278,SYMBIOX     ,ST,Q,0.95,0.99,0.95,0.99,0.99,0.95,28,22110,21008.00,
539287,ORTINLAABS  ,B ,Q,17.00,17.25,16.20,16.35,16.25,16.85,78,36567,602522.00,
539289,MJCO        ,B ,Q,499.65,504.00,478.50,493.20,493.20,490.85,848,26524,13184049.00,
539290,BINDALAGRO  ,B ,Q,25.25,25.85,24.60,24.75,24.75,25.40,63,11896,295189.00,
539291,OZONEWORLD  ,X ,Q,30.40,31.00,30.40,31.00,30.40,32.00,5,1533,47503.00,
539300,AKSPINTEX   ,X ,Q,35.00,37.80,34.25,37.80,37.80,36.05,3,1805,63039.00,
539301,ARVSMART    ,B ,Q,183.00,189.65,180.00,185.70,185.50,182.70,150,11627,2144513.00,
539302,POWERMECH   ,B ,Q,847.70,879.80,847.70,874.45,879.80,847.70,128,3317,2882878.00,
539309,RAMASTEEL   ,T ,Q,177.00,179.80,167.50,179.00,179.00,176.10,78,16611,2887481.00,
539311,NFIL        ,XT,Q,13.68,14.45,13.68,14.45,14.45,14.40,58,339544,4899229.00,
539312,UTISENSETF  ,B ,Q,335.10,335.10,335.10,335.10,335.10,336.00,1,22,7372.00,
539331,VETO        ,B ,Q,187.85,190.00,180.00,189.75,190.00,186.75,310,96313,17993381.00,
539332,NAVKARCORP  ,A ,Q,151.40,152.60,148.00,149.90,150.90,151.80,264,27854,4183032.00,
539333,PENPEBS     ,B ,Q,78.65,80.20,76.60,79.35,76.60,78.75,92,12690,998878.00,
539334,SHREEPUSHK  ,B ,Q,201.00,210.95,201.00,207.50,210.95,203.05,489,43983,9082848.00,
539336,GUJGAS      ,A ,Q,831.00,855.80,822.10,827.85,827.85,830.75,562,24679843,20502832400.00,
539346,SADBHIN     ,B ,Q,123.50,127.00,120.30,122.75,122.75,124.35,174,28778,3612860.00,
539351,PRABHAT     ,B ,Q,150.75,152.40,148.35,150.55,150.55,150.30,214,10071,1515825.00,
539354,POLYSPIN    ,X ,Q,112.50,118.95,112.20,118.90,118.95,118.00,16,895,103140.00,
539359,PRITIKAUTO  ,XT,Q,185.10,188.30,184.00,184.15,184.20,185.00,44,10457,1930250.00,
539363,SKC         ,M ,Q,134.90,134.90,108.00,111.55,108.00,125.45,55,101000,12094850.00,
539384,KRISHNACAP  ,XT,Q,9.00,9.00,8.95,8.95,8.95,9.40,18,30226,271404.00,
539399,BELLACASA   ,B ,Q,204.00,204.00,182.00,198.95,198.95,196.15,7,75,14670.00,
539400,MALLCOM     ,X ,Q,299.00,299.00,268.00,275.00,275.00,285.00,5,221,60729.00,
539402,VAL         ,M ,Q,17.25,17.50,17.25,17.50,17.50,17.50,3,92000,1589000.00,
539404,SATIN       ,B ,Q,382.00,382.00,363.60,370.60,370.60,374.10,253,1152232,427534839.00,
539407,GENCON      ,X ,Q,235.55,235.55,230.00,231.20,232.00,235.45,198,20085,4646338.00,
539408,KUBERJI     ,XT,Q,4.11,4.27,3.91,4.27,4.27,4.11,10,4387,18150.00,
539410,SIENERGY    ,XT,Q,9.13,9.13,8.70,9.13,9.13,8.70,17,5824,52763.00,
539428,TEJNAKSH    ,M ,Q,436.00,440.00,404.40,419.90,440.00,442.00,11,4400,1860000.00,
539436,COFFEEDAY   ,B ,Q,303.00,306.95,294.15,303.55,304.40,298.50,558,8569,2577785.00,
539437,IDFCBANK    ,A ,Q,47.50,47.95,46.20,47.50,47.50,47.75,3690,1059188,50261877.00,
539447,BEARDSELL   ,B ,Q,46.50,48.00,46.50,46.80,46.80,48.35,10,8612,401468.00,
539448,INDIGO      ,A ,Q,1248.00,1282.00,1244.80,1275.55,1274.25,1247.30,1175,18613,23538338.00,
539450,SHK         ,B ,Q,253.60,264.80,245.55,257.40,260.00,250.55,205,5692,1427093.00,
539455,DASL        ,XT,Q,25.50,25.50,25.20,25.45,25.45,25.50,17,13300,337592.00,
539470,SHREEGANES  ,X ,Q,399.00,399.00,379.55,379.55,379.55,399.50,3,65,25735.00,
539487,LICNETFSEN  ,B ,Q,334.00,334.00,334.00,334.00,334.00,324.25,1,686,229124.00,
539516,HDFCNIFETF  ,B ,Q,1040.00,1109.00,1027.00,1029.00,1029.00,1016.00,8,11,11716.00,
539517,SXETF       ,B ,Q,3377.00,3384.50,3377.00,3384.50,3384.50,3367.00,62,6002,20302271.00,
539518,UDAYJEW     ,X ,Q,44.25,46.35,42.15,42.40,42.40,44.25,69,78800,3360771.00,
539520,SHAILJA     ,XT,Q,12.65,12.65,12.50,12.52,12.52,12.05,11,30010,375711.00,
539523,ALKEM       ,A ,Q,2050.00,2088.50,2042.95,2050.10,2059.30,2081.70,215,100960,208483283.00,
539524,LALPATHLAB  ,A ,Q,845.55,879.95,834.15,856.60,864.75,847.80,241,2727,2342479.00,
539527,CREATIVE    ,X ,Q,196.90,196.90,196.90,196.90,196.90,196.90,1,1,196.00,
539528,AAYUSH      ,X ,Q,52.70,54.00,52.70,54.00,54.00,54.80,9,1750,93280.00,
539542,LUXIND      ,B ,Q,1635.45,1696.00,1635.45,1671.05,1669.05,1654.20,174,5344,8896445.00,
539544,ABHIINFRA   ,XT,Q,2.60,2.70,2.60,2.70,2.70,2.70,6,1667,4340.00,
539546,BNL         ,SS,Q,13.41,13.41,13.41,13.41,13.41,14.11,3,100000,1341000.00,
539551,NH          ,B ,Q,287.00,288.60,280.05,282.50,282.50,287.00,78,3476,984761.00,
539559,DDIL        ,XT,Q,12.75,12.75,12.75,12.75,12.75,13.20,1,200,2550.00,
539595,NATECO      ,X ,Q,89.65,89.90,89.50,89.65,89.65,89.50,249,96425,8649691.00,
539597,JSLHISAR    ,B ,Q,157.80,160.05,149.70,151.75,151.75,155.25,1829,246051,38222572.00,
539598,ORACLECR    ,XT,Q,10.70,10.70,10.70,10.70,10.70,11.00,1,35,374.00,
539599,KEL         ,X ,Q,16.60,17.45,16.05,16.35,16.35,17.15,217,246200,4141000.00,
539620,AINFRA      ,XT,Q,105.00,112.25,104.80,106.00,104.95,110.30,16,319,34025.00,
539636,PRECAM      ,B ,Q,100.15,100.90,95.25,96.70,96.70,100.00,210,11319,1106920.00,
539658,TEAMLEASE   ,B ,Q,2115.00,2187.20,2095.00,2109.10,2095.00,2120.65,324,1034,2199148.00,
539659,VIDLI       ,M ,Q,86.80,86.80,86.80,86.80,86.80,86.85,2,5000,434000.00,
539660,SAHYOGMULT  ,XT,Q,2.76,2.76,2.76,2.76,2.76,2.90,1,70,193.00,
539669,RGF         ,XT,Q,1.25,1.31,1.25,1.31,1.31,0.00,5,11,14.00,
539678,QUICKHEAL   ,B ,Q,277.30,285.00,274.25,279.25,278.00,279.75,1189,100471,28118374.00,
539679,KAPILRAJ    ,X ,Q,20.75,20.75,20.75,20.75,20.75,21.15,8,1229,25501.00,
539686,KPEL        ,M ,Q,174.05,199.50,174.05,194.00,194.00,199.50,9,11250,2109468.00,
539692,IFINSER     ,XT,Q,33.20,36.40,33.20,36.40,36.40,34.90,2,501,16636.00,
539693,ALORA       ,X ,Q,4.75,4.75,4.75,4.75,4.75,4.75,3,3,14.00,
539724,HYPERSOFT   ,X ,Q,7.50,8.25,7.38,8.22,8.22,8.18,14,748,5709.00,
539725,GOKULAGRO   ,B ,Q,19.50,19.85,18.80,19.15,19.15,19.70,46,12017,229462.00,
539742,SIMBHALS    ,B ,Q,14.41,15.10,14.00,14.70,14.85,14.25,104,24141,356120.00,
539760,RELICAB     ,M ,Q,35.60,35.60,35.60,35.60,35.60,39.00,1,3000,106800.00,
539770,DARJEELING  ,XT,Q,12.49,12.49,12.49,12.49,12.49,12.49,1,1,12.00,
539773,ADVIKCA     ,X ,Q,4.00,4.06,3.96,4.01,4.00,4.00,49,172804,691081.00,
539785,PDMJEPAPER  ,B ,Q,24.40,24.40,23.50,23.90,23.90,24.10,86,21116,500496.00,
539787,HCG         ,B ,Q,285.35,286.20,275.65,281.25,281.25,288.40,79,2164,612496.00,
539788,KDML        ,M ,Q,150.00,150.00,150.00,150.00,150.00,186.00,1,1200,180000.00,
539798,UMIYA       ,M ,Q,109.90,109.90,109.90,109.90,109.90,101.65,2,8750,961625.00,
539799,BHARATWIRE  ,B ,Q,104.20,107.00,102.00,103.65,106.00,104.30,117,64780,6725703.00,
539806,H1190M36RG  ,F ,Q,11.25,11.26,11.22,11.25,11.23,11.13,9,5750,64632.00,
539807,INFIBEAM    ,A ,Q,150.05,152.75,148.50,149.50,148.50,149.25,935,715126,107144485.00,
539836,RUBY        ,M ,Q,9.60,10.00,9.60,9.98,9.95,10.15,5,30000,298170.00,
539839,FRANKLIN    ,M ,Q,22.40,22.40,20.80,20.80,20.80,21.85,52,816000,17734800.00,
539841,LANCER      ,M ,Q,81.00,81.00,80.00,80.50,80.00,82.50,2,8000,644000.00,
539842,SYSCO       ,M ,Q,40.00,41.20,38.20,39.10,38.20,41.00,4,10000,398500.00,
539844,EQUITAS     ,A ,Q,142.00,142.90,138.30,141.90,141.90,141.60,946,102454,14435659.00,
