SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
517477,ELNET TECH. ,X ,Q,142.20,142.20,133.50,140.80,140.80,144.25,50,4679,654236.00,
517481,APTL        ,XT,Q,4.66,4.80,4.66,4.80,4.80,4.85,12,2725,13027.00,
517498,WEBELSOLAR  ,B ,Q,86.10,91.00,86.10,89.00,89.00,86.45,714,94619,8339224.00,
517500,ROTO PUMPS  ,X ,Q,86.00,86.00,82.00,83.25,83.10,84.60,214,14424,1204259.00,
517506,TTK PRESTIGE,A ,Q,6210.00,6250.00,6051.00,6208.65,6208.65,6268.00,134,2750,17000226.00,
517514,DHINDIA     ,XT,Q,20.95,22.00,19.95,19.95,19.95,21.00,29,5805,117475.00,
517518,LEEL        ,B ,Q,236.00,244.00,236.00,240.20,240.20,236.20,569,82128,19595860.00,
517522,RAJ GLO WIR ,X ,Q,578.90,578.90,512.00,517.40,520.00,519.45,102,5333,2784261.00,
517530,SURANATP    ,B ,Q,4.94,4.94,4.50,4.78,4.79,4.72,24,16062,76579.00,
517536,ONWARD TECHN,B ,Q,92.25,93.70,89.10,91.30,91.00,91.95,375,107369,9852411.00,
517544,CENTUM ELEC ,B ,Q,496.25,498.00,477.20,493.00,495.00,494.85,93,1981,963328.00,
517546,ALFA TRANSFO,X ,Q,30.75,33.30,30.75,33.15,33.30,31.80,6,1563,51581.00,
517548,STARLITE COM,X ,Q,50.95,50.95,48.00,48.20,48.20,48.95,252,174590,8551849.00,
517552,ADVANCED MIC,Z ,Q,5.32,5.32,5.32,5.32,5.32,5.60,6,100,532.00,
517554,NHCFOODS    ,XT,Q,13.05,13.90,12.75,13.35,13.50,13.25,23,4317,56683.00,
517556,PVP VENT LTD,B ,Q,5.70,5.77,5.30,5.61,5.61,5.52,79,85426,470026.00,
517562,TRIGYN TECH ,B ,Q,133.20,136.30,130.00,131.30,131.30,132.55,219,129259,16970264.00,
517569,KEI INDUST. ,B ,Q,362.05,369.00,362.05,366.95,366.95,362.35,467,21069,7689439.00,
517571,IMPPOWERS   ,B ,Q,88.15,92.95,88.00,91.45,91.45,91.10,16,1408,127046.00,
518011,KEERTHI     ,XT,Q,117.55,123.65,112.15,112.60,112.60,118.00,25,2262,254985.00,
518029,GUJ.SIDH.CEM,T ,Q,27.80,27.80,25.70,26.50,26.80,26.80,58,19460,508930.00,
518091,ANJANI PORTL,B ,Q,173.20,173.20,168.00,170.00,168.00,175.85,12,762,129859.00,
519003,MODINATURAL ,X ,Q,89.00,98.95,88.50,93.50,98.95,89.65,12,1147,105027.00,
519031,SHAH FOOD(P),XT,Q,95.75,95.75,95.75,95.75,95.75,100.75,2,10,957.00,
519091,TASTY BITE  ,B ,Q,7300.00,7436.00,7225.40,7398.85,7398.85,7257.05,36,123,906079.00,
519097,RITESH INTER,XT,Q,8.86,8.86,8.86,8.86,8.86,8.86,6,561,4970.00,
519105,AVT NATURAL ,B ,Q,37.45,37.45,36.00,36.70,36.50,36.60,222,34961,1272834.00,
519126,HIND.FOODS  ,XT,Q,280.00,290.00,276.00,283.25,280.75,286.20,52,15189,4337351.00,
519136,NAHAR INDUST,B ,Q,75.00,75.00,69.00,73.95,72.50,72.85,231,34381,2517237.00,
519152,VADILAL ENT ,XT,Q,1070.00,1070.00,1050.00,1050.55,1050.00,1070.00,9,2010,2115010.00,
519156,VADILAL IND ,B ,Q,865.00,869.85,847.10,850.70,850.70,857.15,253,2992,2559995.00,
519183,ADF FOODS LT,B ,Q,195.90,206.80,191.75,201.60,201.60,195.75,555,121252,23612522.00,
519216,AJANTA SOYA ,X ,Q,47.10,47.10,43.80,45.20,44.00,47.10,34,2038,92508.00,
519224,WILLIAM.MAGO,T ,Q,82.05,83.00,82.05,82.85,82.50,85.65,10,699,57647.00,
519230,RICHIRICH   ,X ,Q,2.05,2.10,1.90,1.90,1.90,2.00,6,1275,2660.00,
519242,SARDA PROT. ,XT,Q,4.72,4.72,4.72,4.72,4.72,4.50,4,1425,6726.00,
519248,JVL AGRO    ,B ,Q,20.95,21.85,20.50,21.55,21.55,20.95,188,39149,824183.00,
519260,SANWARIA    ,B ,Q,17.10,18.10,17.10,18.10,18.10,17.25,794,572875,10130853.00,
519262,PRIMA AGRO L,XT,Q,33.80,33.80,33.80,33.80,33.80,33.80,2,1100,37180.00,
519279,MADHUR IND  ,X ,Q,13.04,13.04,11.80,11.80,11.80,12.42,2,526,6239.00,
519285,TARAI FOODS ,XT,Q,5.80,5.80,5.51,5.51,5.51,5.80,4,450,2537.00,
519287,MODERN DAIRI,XT,Q,7.01,7.25,6.98,6.98,6.98,7.34,25,13595,95532.00,
519295,BAMBINO AGRO,XT,Q,228.00,228.00,211.15,213.30,211.15,220.00,43,1929,414181.00,
519307,VIKAS WSP   ,X ,Q,11.75,12.30,11.50,12.30,12.30,11.75,331,320778,3820352.00,
519359,POONA DAL   ,X ,Q,55.00,56.85,53.90,55.90,55.90,56.70,77,5447,298849.00,
519373,VIMAL OIL FD,T ,Q,9.29,9.29,9.29,9.29,9.29,9.77,5,210,1950.00,
519383,ANIK INDS   ,B ,Q,31.25,33.00,30.20,30.25,30.25,31.40,19,3054,95422.00,
519421,KSE LIMITED ,XT,Q,2980.00,2980.00,2710.00,2742.15,2726.00,2848.80,187,2051,5700290.00,
519439,PIONEER AGRO,X ,Q,8.39,8.39,8.39,8.39,8.39,8.81,1,1000,8390.00,
519455,NARBADA     ,XT,Q,23.10,23.10,23.10,23.10,23.10,22.00,1,50,1155.00,
519457,VIRAT CRANE ,X ,Q,52.00,55.95,51.15,52.90,52.75,53.65,17,1555,84954.00,
519475,CHORDIA FOOD,XT,Q,141.00,148.70,135.00,148.70,148.70,142.05,10,1107,154964.00,
519552,HERITGFOOD  ,B ,Q,715.00,731.00,705.00,719.35,720.05,717.40,109,10824,7902507.00,
519560,NEHA INTER. ,SS,Q,5.83,6.65,5.81,5.98,6.39,6.28,56,20969,125724.00,
519566,SIMRAN FARMS,XT,Q,129.90,131.75,129.70,129.75,130.00,136.50,46,2569,333825.00,
519570,LAKSHMI OVER,B ,Q,20.00,20.00,19.20,19.25,19.25,20.20,162,221514,4338800.00,
519588,DFM FOODS   ,B ,Q,1440.00,1469.25,1400.00,1418.40,1420.00,1443.00,38,2066,2969558.00,
519600,CCL PRODUCTS,B ,Q,285.10,285.45,277.95,279.50,278.65,284.90,57,2273,641736.00,
519602,KELLTONTEC  ,B ,Q,120.75,122.00,113.00,119.00,117.00,117.15,1299,46629,5497445.00,
519612,MAHAAN FOODS,X ,Q,13.10,13.10,13.10,13.10,13.10,13.85,3,2557,33496.00,
520008,RICO AUTO   ,B ,Q,75.00,78.70,74.35,77.35,77.10,75.45,851,121790,9349655.00,
520021,OMAX AUTOS. ,T ,Q,128.15,140.40,128.15,129.55,133.45,134.00,93,9298,1224524.00,
520043,MUNJAL SHOWA,B ,Q,205.55,208.95,197.65,202.20,199.00,206.15,289,15470,3143362.00,
520051,JAMNA AUTO  ,B ,Q,78.70,78.70,76.55,77.35,77.35,77.85,722,116459,9006438.00,
520056,SUNDAR.CLAY ,B ,Q,4835.00,4950.00,4770.00,4883.90,4900.00,4883.45,95,408,1973223.00,
520057,SONA KOYO ST,B ,Q,98.90,99.60,92.00,93.70,93.70,96.85,271,45027,4302790.00,
520059,MUNAUTO     ,B ,Q,68.00,68.95,66.15,66.70,66.70,67.70,126,12180,819922.00,
520066,JAYBH.MARUTI,B ,Q,391.50,391.50,372.90,375.35,375.35,385.25,717,10472,3985586.00,
520073,RACLGEAR    ,X ,Q,54.00,58.00,52.80,57.15,57.10,54.65,116,17244,976957.00,
520075,SAMKRG PIST.,X ,Q,275.00,275.00,267.10,268.10,268.10,271.30,90,5583,1507112.00,
520077,AMTEK AUTO  ,B ,Q,22.00,22.30,21.10,21.40,21.25,22.00,407,139862,3001758.00,
520086,SICAL LOG   ,B ,Q,211.00,217.05,209.25,213.40,213.40,211.65,228,17063,3622163.00,
520111,RATNAMNI MET,B ,Q,840.00,884.30,840.00,868.95,865.00,875.55,56,728,632845.00,
520113,VESUVIUS IND,B ,Q,1277.00,1296.50,1246.10,1254.10,1254.10,1250.35,76,1241,1563536.00,
520119,AUTOMOTIVE S,B ,Q,77.65,78.00,75.75,77.35,77.20,80.55,76,4626,356028.00,
520121,ARCEE INDUST,XT,Q,1.73,1.73,1.73,1.73,1.73,1.80,1,300,519.00,
520123,ABC INDIA   ,X ,Q,91.00,111.95,91.00,104.65,103.00,94.95,167,25566,2617424.00,
520139,JAGSON AIRLI,XT,Q,2.17,2.27,2.17,2.27,2.27,2.17,4,713,1568.00,
520151,SHREY SH LOG,B ,Q,515.00,515.10,500.00,514.25,514.25,526.95,35,1050,536554.00,
520155,STARLOG     ,X ,Q,45.60,50.00,45.60,45.60,45.60,48.00,23,2188,103008.00,
521005,INDOVATION  ,XT,Q,13.00,13.00,13.00,13.00,13.00,13.45,1,1300,16900.00,
521014,EUROTEX IND ,B ,Q,32.40,35.00,32.40,33.50,33.50,34.35,12,10360,361840.00,
521016,INDO COUNT  ,A ,Q,86.00,86.00,83.00,84.15,84.15,86.90,725,107425,9041231.00,
521018,MARAL OVERS ,B ,Q,30.25,32.00,30.00,31.40,31.40,31.45,113,20046,618080.00,
521030,NAKODA      ,T ,Q,0.33,0.33,0.32,0.32,0.32,0.33,9,20602,6602.00,
521034,SOMA TEXTILE,B ,Q,10.50,11.53,10.50,11.01,11.20,10.99,38,4729,51755.00,
521038,TAM.JAI.MILL,XT,Q,4.73,4.73,4.29,4.73,4.73,4.51,3,358,1605.00,
521064,TRIDENT     ,A ,Q,60.80,61.85,60.00,60.60,60.45,60.75,709,132665,8033232.00,
521068,HISAR SPIN. ,P ,Q,21.40,21.40,21.40,21.40,21.40,21.40,1,400,8560.00,
521070,ALOK INDS.  ,T ,Q,3.00,3.00,2.72,2.72,2.72,2.86,709,5548607,15515704.00,
521082,SPENTEX INDS,T ,Q,3.95,4.14,3.90,4.12,4.14,3.95,17,18450,73400.00,
521097,AMARJOTHI SP,X ,Q,120.10,122.30,116.00,120.05,120.05,124.35,233,47489,5637853.00,
521109,NAGREEKA EXP,B ,Q,27.00,27.00,27.00,27.00,27.00,28.40,8,1550,41850.00,
521113,SUDITI IND. ,XT,Q,61.00,61.00,58.90,59.35,59.00,61.70,51,12534,746929.00,
521127,KHATOR FIBRE,XT,Q,11.96,11.96,11.96,11.96,11.96,12.53,1,300,3588.00,
521131,SBFL        ,X ,Q,9.50,9.50,9.50,9.50,9.50,9.85,2,3000,28500.00,
521141,ADITYA SPIN.,XT,Q,9.11,9.25,9.11,9.13,9.25,9.11,4,209,1905.00,
521149,PRIME URBAN ,X ,Q,13.90,14.40,12.15,13.90,14.00,13.60,43,49476,668168.00,
521161,SRI LAK.SAR.,XT,Q,18.10,18.10,18.10,18.10,18.10,18.95,1,1328,24036.00,
521163,ZODIAC CLOTH,B ,Q,163.80,187.40,158.00,162.15,162.15,158.15,212,30004,4917777.00,
521167,FRONT BUSS  ,X ,Q,8.99,8.99,8.21,8.78,8.78,8.64,8,4908,40493.00,
521180,SUPER SPIN. ,B ,Q,11.50,11.64,11.05,11.48,11.64,11.22,42,36076,405672.00,
521194,SIL INVEST  ,B ,Q,360.00,373.95,347.10,351.15,353.00,358.00,117,4220,1493240.00,
521200,SURYLAK.COTT,B ,Q,66.95,66.95,63.50,63.85,63.55,66.35,114,15402,994890.00,
521206,SAMTEX FASH.,X ,Q,3.48,3.48,3.20,3.34,3.20,3.24,25,10728,35899.00,
521216,DHAN ROTO SP,XT,Q,44.40,44.50,42.50,44.50,44.50,42.40,8,822,36432.00,
521220,DAMOINDUS   ,B ,Q,126.50,126.60,123.00,124.75,123.00,126.00,55,7917,982477.00,
521226,UNI ROYAL IN,X ,Q,9.46,9.46,8.57,8.57,8.57,9.01,3,200,1803.00,
521234,SRI NACHAMAI,X ,Q,17.10,17.10,17.10,17.10,17.10,18.00,1,100,1710.00,
521240,SAMBANDAM SP,X ,Q,128.00,128.00,114.00,115.55,115.05,123.00,34,1382,160516.00,
521242,KANDAGIRI SP,X ,Q,34.65,34.65,31.30,33.10,33.10,34.75,9,208,6758.00,
521248,KITEX GARMEN,B ,Q,226.65,231.15,222.00,227.85,227.85,229.10,351,12820,2898011.00,
522001,CRANEX LTD. ,X ,Q,17.70,19.30,17.70,19.30,19.30,18.50,6,665,12122.00,
522004,BATLIBOI LTD,XT,Q,22.90,23.70,22.05,22.65,22.65,23.20,119,55328,1260763.00,
522005,AUSTIN ENGG.,XT,Q,71.50,76.00,70.00,73.50,73.00,73.00,22,11213,795491.00,
522014,UNITED DRILL,Z ,Q,258.00,275.00,249.35,274.65,274.00,262.45,19,1265,317795.00,
522017,FLUIDOMAT   ,X ,Q,178.00,178.00,170.05,170.85,171.00,174.10,21,683,118560.00,
522029,WINDSOR MACH,B ,Q,97.25,100.00,92.15,93.25,93.25,97.25,347,56391,5484787.00,
522034,SHANTHI GEAR,B ,Q,130.00,130.70,127.25,128.75,128.75,128.40,62,9204,1187944.00,
522064,HONDA SIEL  ,B ,Q,1354.60,1358.95,1321.65,1326.45,1326.00,1351.40,121,2271,3025503.00,
522073,HITECHGEAR  ,B ,Q,392.00,401.50,392.00,398.35,398.35,399.40,64,2122,844079.00,
522074,ELGI EQUIP  ,B ,Q,250.00,250.50,242.15,246.05,246.05,251.55,133,3336,823421.00,
522085,STONE INDIA ,Z ,Q,29.15,29.15,29.15,29.15,29.15,30.65,3,201,5859.00,
522101,KILBURN ENGG,X ,Q,73.60,76.85,72.50,72.90,73.00,75.55,79,19693,1445614.00,
522105,BIRLA PRETEC,X ,Q,6.76,7.08,6.64,6.68,6.64,6.98,35,20044,134951.00,
522108,YUKEN INDIA ,X ,Q,3901.25,4049.80,3901.25,3974.60,3988.90,3951.75,412,18893,75178131.00,
522113,TIMKEN (I)  ,B ,Q,712.00,718.30,695.90,698.25,698.25,713.95,203,2382,1674622.00,
522122,VOITH PAPER ,XT,Q,775.00,798.00,775.00,776.85,775.00,774.45,26,1509,1174167.00,
522134,ARTSON ENG  ,X ,Q,66.65,76.00,66.65,72.15,72.90,70.10,111,34359,2503035.00,
522152,SOLITAIR MC ,X ,Q,70.65,70.65,68.00,68.55,68.20,70.95,43,3265,225859.00,
522163,DIAMONPOWER ,B ,Q,8.60,9.20,8.31,8.49,8.49,8.78,203,114860,1020586.00,
522165,INDSIL HYD  ,X ,Q,164.00,167.00,163.60,164.80,164.10,167.25,131,22192,3657616.00,
522183,ITL INDUSTRS,X ,Q,234.30,239.95,228.00,231.15,228.10,244.30,67,3557,827066.00,
522195,FRONTIER SPR,X ,Q,161.00,172.00,152.20,159.80,160.00,162.15,45,2495,398143.00,
522205,PRAJ IND.LTD,A ,Q,78.50,80.00,77.50,79.15,79.15,79.05,547,109716,8618724.00,
522207,RASANDIK ENG,XT,Q,205.60,220.00,204.55,207.95,204.55,215.30,31,2275,479629.00,
522209,YOGI SUNGWON,XT,Q,1.96,2.16,1.96,1.97,1.97,2.06,12,3209,6729.00,
522215,SWISS GLASS ,X ,Q,150.90,158.95,148.60,155.05,155.90,153.30,33,1693,258684.00,
522217,GUJ APOIND  ,B ,Q,200.00,200.00,192.05,194.75,194.75,196.60,59,32749,6442954.00,
522229,TANEJA AERO.,X ,Q,46.50,49.90,46.00,48.55,48.55,47.30,167,48169,2290339.00,
522231,CONART ENG. ,X ,Q,42.40,42.40,37.00,39.05,39.05,39.00,61,21298,817133.00,
522237,SHIVAGRICO  ,XT,Q,6.15,6.15,6.15,6.15,6.15,6.10,1,1000,6150.00,
522241,M.M.FORGINGS,B ,Q,1014.05,1078.15,1010.00,1064.45,1050.00,1045.65,116,598,621146.00,
522249,MAYUR UNIQ. ,B ,Q,462.10,471.75,450.00,466.60,468.00,462.90,212,6719,3107482.00,
522251,CENLUB INDUS,X ,Q,46.25,49.85,46.00,46.00,46.00,46.35,39,3394,157423.00,
522257,RAJOO ENGIN.,XT,Q,45.60,46.75,43.30,45.95,46.75,45.55,341,124315,5629979.00,
522261,DOLPHIN OFF.,B ,Q,82.70,84.85,81.90,83.50,83.10,81.75,310,30415,2535484.00,
522263,JMC PROJECTS,B ,Q,537.20,539.90,531.75,533.15,533.15,532.25,40,947,505662.00,
522267,VEEJAY LAKSH,X ,Q,50.80,51.00,50.20,50.20,50.20,52.80,14,3192,161240.00,
522273,AHMED.STEEL ,XT,Q,21.50,21.50,21.50,21.50,21.50,21.70,1,200,4300.00,
522275,GET&D       ,A ,Q,382.95,394.00,372.50,385.90,385.90,381.80,215,8228,3147777.00,
522281,RAM RAT.WIRE,X ,Q,168.45,171.00,164.00,165.60,164.00,168.45,102,7743,1290693.00,
522285,JAY NECO IND,B ,Q,7.80,8.10,7.58,7.59,7.68,7.97,128,135516,1048599.00,
522287,KALPA.POWER ,B ,Q,449.60,466.25,447.75,463.35,463.35,458.75,173,3620,1656118.00,
522292,CHANDNI TE  ,X ,Q,42.70,45.00,42.70,43.90,43.00,44.60,23,3446,150049.00,
522294,T & I GLOBAL,X ,Q,66.00,69.40,64.00,68.10,68.00,68.65,67,62052,4236010.00,
522295,CONTROL PRNT,B ,Q,430.00,433.95,419.50,427.50,428.00,426.65,127,1419,609292.00,
522650,BEMCO HYDRAU,XT,Q,199.55,199.55,181.05,181.05,181.05,190.05,17,2446,463428.00,
523007,ANSAL BUILD.,X ,Q,75.05,77.70,71.25,75.40,74.00,77.00,25,2067,154429.00,
523011,WEIZMANN LTD,B ,Q,39.75,39.75,39.75,39.75,39.75,41.80,7,795,31601.00,
523019,B.N.RATHI SE,X ,Q,36.20,38.45,36.20,36.70,37.90,37.20,12,6509,247461.00,
523021,RISHITECH   ,X ,Q,62.00,66.00,61.00,66.00,66.00,65.65,42,2326,150295.00,
523023,SINCLAIR HOT,X ,Q,400.00,400.00,383.05,394.10,395.00,393.75,150,19477,7545261.00,
523025,SAFARI IND. ,X ,Q,528.35,528.35,505.25,514.20,517.00,528.35,485,17904,9299763.00,
523062,JJ FINANCE  ,XT,Q,48.45,48.45,48.45,48.45,48.45,51.00,2,500,24225.00,
523100,COSMO FERR. ,X ,Q,20.80,21.50,20.80,21.15,21.15,21.85,14,6241,129991.00,
523116,SANCO TRANS ,X ,Q,250.20,250.20,250.20,250.20,250.20,261.00,2,10,2502.00,
523120,ADOR MULTI. ,XT,Q,40.85,40.85,40.85,40.85,40.85,40.80,9,6000,245100.00,
523127,EIH ASSO.HOT,B ,Q,490.15,490.15,458.00,462.30,462.30,480.15,221,5813,2719121.00,
523144,MEDI CAPS   ,X ,Q,21.75,24.95,20.20,22.15,21.50,23.10,103,31226,683243.00,
523151,OTCO INTERN.,X ,Q,56.25,56.25,56.25,56.25,56.25,56.25,1,19,1068.00,
523160,MORGAN CRU  ,XT,Q,1174.00,1221.00,1120.00,1191.50,1190.00,1164.75,32,808,957160.00,
523204,ABAN OFFSHO ,A ,Q,161.00,166.00,159.00,161.55,161.55,158.15,2552,232950,37986344.00,
523207,KOKUYOCMLN  ,B ,Q,110.10,115.80,107.40,114.45,114.45,111.05,249,522210,58992934.00,
523218,KILBURN OFFI,XT,Q,6.85,6.85,6.85,6.85,6.85,6.85,1,1,6.00,
523229,BHARAT SEATS,X ,Q,171.50,182.70,167.00,170.55,172.00,170.75,324,23705,4031379.00,
523232,CONT.PETRO  ,XT,Q,37.45,40.00,37.45,40.00,40.00,39.40,4,63,2466.00,
523248,MACHINO PLAS,X ,Q,231.00,231.00,205.50,220.60,220.60,215.80,123,14446,3247219.00,
523260,PEARL POLYME,T ,Q,21.50,22.90,20.80,22.15,22.15,21.85,24,5368,115469.00,
523261,VENKEY'S (I),B ,Q,3845.00,3990.90,3751.00,3808.30,3808.30,3841.85,3403,110376,431703078.00,
523269,ADVANI HOTEL,B ,Q,53.75,55.15,53.50,53.80,53.50,54.20,40,3188,172285.00,
523277,G.V.FILMS   ,X ,Q,0.68,0.74,0.66,0.71,0.74,0.71,80,117084,80807.00,
523283,SUPER HOUSE ,B ,Q,133.15,133.95,128.35,131.60,131.60,131.95,94,3928,514845.00,
523289,RAMA VISION ,XT,Q,18.90,18.90,18.90,18.90,18.90,18.90,3,600,11340.00,
523301,TCPL PACK   ,B ,Q,608.00,608.00,592.00,592.15,592.05,607.90,17,99516,59708067.00,
523319,BALMER LAWRI,B ,Q,214.80,221.50,211.40,212.40,212.40,214.80,408,31758,6792170.00,
523323,KOVAI MEDI. ,T ,Q,1182.00,1240.00,1182.00,1219.05,1219.05,1218.30,52,1196,1451663.00,
523329,ELDECO HOUS.,X ,Q,1910.00,1920.00,1836.00,1919.25,1920.00,1909.95,49,365,698201.00,
523367,DCMSHRIRAM  ,B ,Q,413.15,419.00,403.75,408.95,406.00,415.45,446,11254,4623224.00,
523369,DCM SHR.IND ,X ,Q,204.10,212.00,192.00,194.30,194.30,205.10,298,16152,3173026.00,
523371,MAWANA SUGAR,B ,Q,47.25,48.25,44.90,45.65,45.65,48.05,287,33830,1561550.00,
523373,MINI DIAMOND,XT,Q,10.15,10.15,9.98,9.98,9.98,10.12,3,8015,79990.00,
523384,MAH.RAS.APEX,T ,Q,140.20,147.10,137.00,147.10,147.10,140.10,45,29316,4240970.00,
523385,NILKAMAL L  ,A ,Q,1552.45,1554.25,1516.75,1524.65,1524.65,1554.25,627,4521,6934691.00,
523387,TRITON CORP.,XT,Q,0.32,0.32,0.31,0.31,0.31,0.32,3,1051,326.00,
523391,NAHAR POLY  ,B ,Q,50.30,52.50,49.90,51.95,52.05,52.95,102,12367,640980.00,
523395,3M INDIA LTD,B ,Q,19150.00,19250.00,18801.00,19062.80,18906.00,19187.80,182,267,5095095.00,
523398,JCHAC       ,B ,Q,2435.55,2501.25,2372.00,2471.05,2475.00,2413.85,138,610,1488543.00,
523405,JM FINANCIAL,A ,Q,120.15,127.40,117.00,123.70,123.70,120.05,2207,145432,17611448.00,
523411,ADCINDIA    ,X ,Q,202.50,212.35,196.80,200.65,200.00,212.85,81,6850,1398171.00,
523419,TAMIL.TELE. ,T ,Q,2.84,2.98,2.84,2.95,2.98,2.98,4,1900,5606.00,
523445,REL INDL INF,B ,Q,423.90,436.75,421.15,430.80,430.80,423.25,1904,87470,37491396.00,
523449,SHARP INDIA ,XT,Q,36.50,36.50,36.45,36.45,36.45,38.35,15,14500,528750.00,
523457,LINDEINDIA  ,A ,Q,466.00,471.00,452.65,459.00,455.00,469.55,326,10417,4772403.00,
523465,IND.BANK HSG,T ,Q,40.50,44.60,40.50,43.70,44.20,42.50,17,2263,92666.00,
523467,JAIMATA GLAS,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,781,148.00,
523475,LOTUS CHOC  ,XT,Q,49.30,49.30,49.30,49.30,49.30,49.30,2,100,4930.00,
523483,PACIFIC IND.,X ,Q,140.20,140.20,140.20,140.20,140.20,145.20,1,10,1402.00,
523489,CMM HOSPITAL,XT,Q,19.60,19.60,19.60,19.60,19.60,20.00,42,6688,131084.00,
523519,UNI OFF AUTO,XT,Q,2.40,2.40,2.40,2.40,2.40,2.29,8,6500,15600.00,
523523,RAINBOW PAP.,T ,Q,2.38,2.48,2.30,2.34,2.34,2.38,57,88508,206242.00,
523537,APM INDUS.  ,X ,Q,54.00,54.75,52.65,53.50,53.50,54.45,68,14344,767632.00,
523539,PRECISION WR,B ,Q,279.50,279.50,272.20,273.40,273.00,277.70,189,10381,2858680.00,
523550,KRYPTON IND ,X ,Q,10.10,10.10,9.60,9.60,9.60,10.10,4,500,4900.00,
523558,NETWORK LTD.,XT,Q,5.95,5.95,5.95,5.95,5.95,6.26,2,100,595.00,
523566,MARTIN BURN ,X ,Q,50.50,54.00,50.50,52.80,51.00,49.50,177,14678,775901.00,
523574,FEL         ,B ,Q,37.00,37.50,35.10,35.75,35.75,37.20,615,188160,6828237.00,
523586,IND.TONERS  ,X ,Q,246.00,246.00,230.00,232.80,232.00,238.20,277,17247,4010040.00,
523594,KUNSTSTOFFE ,XT,Q,36.05,38.30,36.00,36.25,36.25,36.50,17,3146,116685.00,
523598,SHIPP.CORPN ,A ,Q,65.40,66.00,64.20,64.80,64.80,65.30,882,182736,11895918.00,
523606,SIKA INTER. ,XT,Q,149.50,149.50,141.20,145.30,149.50,142.40,12,1226,177734.00,
523610,ITI LTD.    ,B ,Q,112.00,114.75,110.75,112.00,112.00,111.75,1140,170191,19103302.00,
523618,DREDGING COR,B ,Q,595.85,605.00,576.25,586.20,586.20,591.00,1104,136122,79850032.00,
523628,PODDAR      ,B ,Q,1022.95,1022.95,920.00,924.60,920.00,985.20,43,1130,1056225.00,
523630,NATIONAL FER,B ,Q,53.10,53.50,51.50,52.45,52.45,53.10,560,117548,6148446.00,
523638,IP RINGS LTD,X ,Q,147.10,153.50,142.00,151.55,151.55,146.85,111,25840,3804284.00,
523642,PI INDUS.LTD,A ,Q,846.45,882.50,832.70,860.55,860.55,839.70,400,12572,10703588.00,
523648,PLASTIBLEND ,B ,Q,194.75,199.00,191.10,197.35,196.40,192.90,108,6967,1363269.00,
523650,REDEX PROTEC,XT,Q,6.20,6.20,6.20,6.20,6.20,6.50,1,100,620.00,
523660,WATERBASE   ,X ,Q,260.10,270.00,256.10,265.25,265.25,261.55,3263,207274,54628643.00,
523672,FLEX FOODS  ,X ,Q,108.00,110.00,102.00,102.35,102.35,106.10,287,22796,2363010.00,
523676,GOLKUNDA DIA,XT,Q,19.00,19.00,19.00,19.00,19.00,18.85,2,207,3933.00,
523694,APCOTEX IND ,B ,Q,491.60,494.95,483.70,493.40,494.95,491.95,54,2626,1285756.00,
523696,FORTIS MLR  ,X ,Q,57.00,58.70,54.60,55.50,55.00,56.55,95,11920,670211.00,
523704,MASTEK LTD  ,B ,Q,550.00,551.95,521.85,534.45,534.45,535.30,2883,94174,50681421.00,
523708,EIMCO ELECON,B ,Q,425.00,430.00,410.00,421.50,420.00,414.00,29,2376,1000424.00,
523710,SAYAJI HOTEL,XT,Q,292.85,293.00,290.00,290.00,290.00,280.00,7,390,114103.00,
523716,ASHIANA HOU ,B ,Q,155.45,156.00,151.40,155.10,155.10,155.00,203,19609,3013924.00,
523722,SVAM SOFTWAR,XT,Q,0.76,0.76,0.76,0.76,0.76,0.80,1,101,76.00,
523724,VIJAY SHA.BU,B ,Q,17.95,17.95,17.10,17.50,17.50,17.55,70,91424,1598639.00,
523736,DPL         ,B ,Q,129.55,131.00,128.40,129.10,129.10,130.75,135,15573,2012236.00,
523754,EPC INDUS.  ,X ,Q,133.00,135.00,128.00,130.15,130.15,131.10,1966,379216,49282155.00,
523756,SREIINFRA   ,A ,Q,72.60,74.20,69.65,73.60,73.80,72.90,1781,273230,19555527.00,
523768,GUJ.BOROSIL ,X ,Q,94.10,94.90,89.20,90.65,90.75,92.90,330,61749,5595603.00,
523792,MAZDA LTD   ,B ,Q,330.30,330.30,322.80,324.75,325.00,327.50,51,2316,753249.00,
523796,VICEROY HOTE,B ,Q,14.00,14.20,12.50,12.55,12.55,14.00,493,377487,4900214.00,
523820,NEOCORP INTE,Z ,Q,2.50,2.50,2.50,2.50,2.50,2.63,2,50,125.00,
523828,MENON BEAR. ,B ,Q,93.05,94.25,88.00,93.00,92.20,93.60,141,14109,1300365.00,
523836,GUJ.RAFFIA  ,T ,Q,55.35,55.35,55.35,55.35,55.35,58.25,1,500,27675.00,
523838,SIMPLX INFRA,B ,Q,482.00,488.00,473.45,484.05,484.55,469.15,135,41004,19629603.00,
523840,INN.TECH.PAC,X ,Q,71.25,74.45,69.50,71.30,71.30,71.00,68,13093,942727.00,
523842,SUPER TANNER,ST,Q,5.00,5.24,5.00,5.22,5.24,5.25,9,4163,21288.00,
